customer_id,age,marital_status,employment_status,city,household_dependents,monthly_income,credit_history_type,outstanding_liabilities,Total_Credits,Total_Debits
72584,42,Married,Salaried,Karachi,4,1465281,Thick File,66636275.43608888,12561344.470901048,4039620.108747373
20288,59,Single,Salaried,Lahore,3,949001,Thick File,12567543.907748075,8320384.68,2720110.05
11063,59,Married,Salaried,Lahore,4,452570,No Credit History,0.0,3766778.75,1735136.43
70765,48,Single,Salaried,Karachi,1,668212,Thick File,30601126.474006034,5374306.20135961,2113650.2202836825
10025,34,Married,Salaried,Lahore,2,167261,No Credit History,0.0,1540232.88,480742.32000000007
8472,63,Married,Salaried,Karachi,3,151311,No Credit History,0.0,1360744.22,282274.36
38326,65,Married,Pensioner,Karachi,5,190881,No Credit History,0.0,439517.47,596383.99
55131,26,Single,Salaried,Karachi,1,1274335,Thick File,41407843.86929677,11540214.594393512,3867708.848654905
890,23,Married,Self-Employed,Islamabad,3,105337,No Credit History,0.0,244285.9,422274.94
24740,35,Single,Self-Employed,Lahore,1,110207,No Credit History,0.0,424059.98,340332.76
68625,56,Married,Self-Employed,Karachi,3,594802,Thick File,34410865.959239885,1582864.8536623,1559751.5083749143
74377,40,Single,Self-Employed,Karachi,1,750313,Thin File,28179315.75245498,1950420.6839200824,2409939.5593167865
18967,52,Single,Salaried,Islamabad,1,283068,No Credit History,0.0,2444044.59,946282.82
56388,37,Single,Self-Employed,Karachi,3,703855,Thick File,9824769.253078865,2231296.4205126846,2177529.781477058
59035,53,Single,Salaried,Karachi,2,747506,Thin File,13877058.868816009,6685404.228549326,2221134.101830851
61276,34,Married,Salaried,Karachi,1,147035,No Credit History,0.0,1436190.442217258,347455.1690802306
25385,50,Married,Salaried,Lahore,1,2262132,Thick File,131153224.17096049,20792212.26,8006303.95
28001,62,Married,Salaried,Lahore,3,74789,No Credit History,0.0,638697.88,233732.94
54143,44,Single,Self-Employed,Lahore,2,773188,Thick File,10847577.405972602,1727286.308441334,2444546.6218623063
57882,31,Single,Salaried,Islamabad,2,531068,Thick File,18425897.94781965,4194304.786708761,1674691.020805916
61960,62,Married,Salaried,Rawalpindi,2,104406,No Credit History,0.0,853617.5445008521,335018.33951874846
32553,65,Married,Pensioner,Karachi,5,84195,No Credit History,0.0,256876.99,166132.08000000002
83615,28,Single,Salaried,Karachi,1,1679359,Thin File,77886324.53717712,14731935.76814876,4387449.049626621
51409,28,Single,Salaried,Islamabad,1,1072084,Thick File,35391323.11253223,9269359.790210323,2710197.5440281644
7686,29,Single,Self-Employed,Lahore,1,166251,No Credit History,0.0,340932.82,650893.69
69094,51,Single,Self-Employed,Karachi,1,717874,Thick File,34732147.94182335,2306141.729325299,1970368.50185214
72686,30,Single,Salaried,Karachi,5,2710683,Thick File,146887548.7790613,24592787.349768706,7185532.036073614
81986,37,Married,Pensioner,Karachi,5,616014,Thick File,32791322.25232957,1382911.8979699672,2038448.406524732
81226,51,Single,Salaried,Karachi,1,654064,Thick File,33369529.79803398,5610588.181257758,2396571.810860293
80787,36,Married,Self-Employed,Karachi,3,580253,Thin File,23637865.48021772,2216585.7993287733,2037445.8920316824
32499,37,Single,Salaried,Lahore,5,256591,Thin File,4599638.743820846,2318907.15,743753.0700000001
23970,60,Single,Salaried,Rawalpindi,3,403764,Thin File,6590891.956892976,4171446.01,1097663.09
17782,55,Married,Salaried,Lahore,5,320389,No Credit History,0.0,2777129.88,1448368.81
57819,31,Married,Self-Employed,Lahore,1,733253,Thick File,25452860.258716512,1776456.256651538,1866350.916872864
82290,56,Married,Self-Employed,Lahore,3,784840,Thin File,45762223.44366281,2702849.708538553,1851739.982101859
31824,52,Married,Self-Employed,Islamabad,2,372195,No Credit History,0.0,907204.44,1223832.65
63521,41,Single,Salaried,Lahore,2,131960,No Credit History,0.0,1184625.0134217504,422081.04988993896
15828,47,Married,Salaried,Rawalpindi,4,118733,No Credit History,0.0,1088338.01,423396.13
34531,37,Married,Salaried,Karachi,5,1675434,Thin File,46552896.08338529,13767225.87,5037998.1
9789,41,Married,Salaried,Lahore,1,541157,Thin File,7478686.797974657,4615384.46,1390185.63
17217,64,Single,Self-Employed,Karachi,1,73553,No Credit History,0.0,131383.96000000002,204133.7
66754,41,Single,Salaried,Islamabad,1,228852,No Credit History,0.0,2005531.5427047163,628982.994224548
66952,60,Single,Salaried,Karachi,2,54832,No Credit History,0.0,458614.453765582,156516.4928623179
72349,54,Married,Salaried,Karachi,2,692458,Thick File,38869617.39867717,6788894.840973886,1923159.141869341
63424,62,Married,Salaried,Karachi,1,137817,No Credit History,0.0,1211990.590989705,362443.3923477125
36742,24,Married,Salaried,Lahore,3,91273,No Credit History,0.0,807331.26,338289.96
34019,32,Single,Salaried,Lahore,3,640447,Thick File,15707341.801511563,6433359.08,1509221.44
78817,37,Married,Salaried,Karachi,1,2286168,Thick File,110401109.52303866,18640377.48722384,7586273.648210841
44876,64,Married,Salaried,Faisalabad,3,175213,No Credit History,0.0,1471872.2,509484.96
74464,49,Married,Salaried,Karachi,1,679485,Thick File,31634044.018534742,5913265.899991351,1685686.2071637348
39070,23,Single,Salaried,Islamabad,1,184027,No Credit History,0.0,1655987.04,427186.06
54592,43,Single,Salaried,Karachi,5,604779,Thick File,24356665.60510941,5480148.997422569,1850302.3714150847
76144,60,Married,Salaried,Karachi,4,623669,Thick File,29507698.48669506,5936810.074203654,1616198.6802769229
74676,46,Married,Salaried,Karachi,2,656113,Thin File,31795942.800409496,5877488.785067663,2474987.9804121223
74520,42,Married,Salaried,Karachi,3,2186819,Thick File,110408186.61443049,17680259.42281433,7393016.277105233
53735,40,Married,Salaried,Karachi,1,2812264,Thin File,97834214.40920596,27359374.99670987,7066573.763481112
66734,33,Single,Salaried,Lahore,1,177512,No Credit History,0.0,1595726.9289054212,499236.3018702429
41840,56,Married,Salaried,Karachi,3,1006198,Thick File,28558109.56855502,9154539.63,2077258.7
21197,62,Married,Pensioner,Islamabad,3,180753,No Credit History,0.0,498187.72,341988.89
23200,65,Married,Pensioner,Karachi,5,133702,No Credit History,0.0,386751.33,344029.31
64962,22,Single,Salaried,Islamabad,1,147910,No Credit History,0.0,1273226.14649229,420272.6568228142
22704,41,Married,Salaried,Karachi,1,457525,No Credit History,0.0,4632458.22,600034.41
59009,30,Single,Salaried,Karachi,1,512359,Thin File,14015753.78892347,4996632.30330733,1116272.807378319
50326,38,Single,Salaried,Islamabad,3,2488086,Thin File,96058372.46136457,21341066.798122007,9217771.087620707
82323,32,Single,Salaried,Karachi,3,781285,Thick File,41632313.13113963,7094802.407646711,2235222.478132277
72614,36,Married,Salaried,Karachi,4,759353,Thick File,44298918.59196076,7077029.27583374,2130751.544488957
61382,32,Single,Salaried,Karachi,1,192309,No Credit History,0.0,1659524.2830514512,491119.8481722367
22008,64,Married,Salaried,Rawalpindi,3,194780,No Credit History,0.0,1581432.75,739539.89
67617,44,Single,Salaried,Islamabad,1,110599,No Credit History,0.0,942662.197264606,288993.0064720878
36669,65,Married,Pensioner,Lahore,3,177556,No Credit History,0.0,647226.88,267964.7
65692,60,Married,Salaried,Faisalabad,4,160085,No Credit History,0.0,1593776.2569528632,464181.732474055
49749,33,Single,Salaried,Lahore,1,1698639,Thin File,82279864.42292303,14315583.09,4067877.61
80656,35,Married,Pensioner,Karachi,3,597292,Thick File,23258890.25355614,1906549.522893612,1937621.7346431168
28064,65,Married,Pensioner,Karachi,5,189949,No Credit History,0.0,575140.77,672376.89
65988,27,Single,Salaried,Lahore,1,177157,No Credit History,0.0,1589217.0244471363,727758.7693639008
58007,44,Married,Salaried,Rawalpindi,3,681069,Thin File,26099213.55885853,5977033.487776391,1776715.4640402778
10067,29,Single,Salaried,Karachi,1,59280,No Credit History,0.0,523795.75,174825.07
19728,51,Married,Pensioner,Lahore,5,319798,Thin File,3026261.1048187884,1039301.55,1029097.08
78856,52,Married,Salaried,Lahore,3,590520,Thin File,28808133.075115893,5545753.078138568,1308626.0291202024
53812,53,Single,Self-Employed,Karachi,2,259461,Thin File,2451845.4402666846,659347.7594738167,802326.8767309956
75510,59,Single,Salaried,Karachi,2,2284459,Thick File,113439378.6204238,24214454.0022303,5512539.593518494
9644,45,Single,Salaried,Karachi,4,2942772,Thick File,49060592.16514425,29203563.23,11039364.48
74941,42,Single,Salaried,Lahore,1,805878,Thick File,40655329.29081766,8427229.884062828,2483748.5047990493
35058,28,Married,Salaried,Karachi,4,151934,No Credit History,0.0,1360780.18,441110.62
71493,39,Married,Salaried,Lahore,4,731595,Thick File,41448892.06321672,6595697.803226519,2166446.802600036
55591,36,Single,Salaried,Lahore,2,551446,Thin File,9509724.211640757,4878197.265361812,1672253.8489486517
34588,24,Single,Salaried,Islamabad,1,100296,No Credit History,0.0,994152.51,331790.54000000004
78524,48,Single,Salaried,Karachi,1,756624,Thick File,41641353.75251121,6806862.387660788,1945092.689010274
17398,65,Married,Pensioner,Karachi,5,111314,No Credit History,0.0,314408.77,386660.24
12062,35,Single,Salaried,Faisalabad,1,591338,Thin File,3563340.199305646,6260831.07,1409213.11
52151,55,Married,Self-Employed,Lahore,4,469177,Thin File,2988836.485544346,1220407.61856596,1210640.4092760868
50042,51,Single,Salaried,Karachi,2,1501123,Thin File,58716785.5765391,12553777.982156811,3765816.8422565176
49238,62,Single,Self-Employed,Karachi,2,176521,No Credit History,0.0,486728.85,591725.75
71436,47,Single,Self-Employed,Faisalabad,4,590844,Thick File,22405920.44852032,1590336.9113765403,2368642.0811556987
19972,62,Married,Salaried,Lahore,2,89170,No Credit History,0.0,788609.6900000001,258785.5
54688,45,Married,Self-Employed,Rawalpindi,4,465071,Thin File,4717235.536771557,1337419.0307528295,1143425.0654840437
13804,37,Single,Self-Employed,Lahore,2,702651,Thick File,33033442.222468723,1557467.36,1576072.86
37831,26,Single,Salaried,Faisalabad,2,286687,No Credit History,0.0,2698482.7,866155.32
49025,61,Married,Self-Employed,Karachi,5,103281,No Credit History,0.0,349430.06,186408.89
42612,49,Single,Salaried,Lahore,3,198471,No Credit History,0.0,1676533.16,604189.64
80054,43,Married,Salaried,Karachi,3,1843678,Thick File,82118544.74638343,17659090.40886604,6601038.279395535
30374,58,Single,Salaried,Karachi,1,770555,Thick File,19639449.74095682,6756142.53,1840977.67
77983,55,Married,Salaried,Lahore,3,712561,Thick File,36772121.46161213,6002910.37543974,2242903.550283472
81698,42,Married,Salaried,Karachi,1,757916,Thin File,37198463.12456525,7842810.852568457,2464388.8051990727
54999,39,Single,Salaried,Karachi,1,736760,Thick File,22473902.19971769,7269118.99369094,1973908.691140516
26727,47,Married,Self-Employed,Faisalabad,2,331311,Thin File,5680415.23037643,874565.96,1021625.26
37710,65,Married,Pensioner,Lahore,5,109716,No Credit History,0.0,345830.8,277194.18
47487,43,Single,Salaried,Islamabad,1,2629271,Thin File,70237280.36857562,23931629.5,8030723.8
52267,43,Single,Self-Employed,Karachi,1,712901,Thick File,16273566.725180516,2244341.8388261776,1841935.7697031763
7264,34,Married,Salaried,Lahore,3,1250101,Thick File,66101185.57718232,10377087.94,3114180.94
5760,64,Married,Pensioner,Karachi,5,107378,No Credit History,0.0,298787.2,281922.49
31082,29,Single,Salaried,Lahore,1,112662,No Credit History,0.0,1106200.1,387975.14
5696,57,Married,Salaried,Karachi,2,2353313,Thick File,83910227.1787847,19992921.8,6450492.130000001
26415,59,Married,Self-Employed,Rawalpindi,3,287585,Thin File,3524516.2894351976,800289.5800000001,664225.16
64498,35,Married,Salaried,Rawalpindi,3,138902,No Credit History,0.0,1218093.8360968274,335630.79863104474
29769,62,Married,Salaried,Lahore,5,101857,No Credit History,0.0,980577.64,211621.16
26168,47,Married,Salaried,Rawalpindi,3,239262,Thin File,3465159.8022786668,2046702.24,789093.23
27372,37,Single,Salaried,Karachi,1,774568,Thick File,6343399.178255185,6790448.18,2580108.1
45780,34,Single,Self-Employed,Lahore,1,591256,Thin File,14148149.096806636,1402220.27,2117735.81
14697,22,Single,Salaried,Islamabad,2,105210,No Credit History,0.0,1053479.52,253838.54
72227,56,Married,Self-Employed,Lahore,3,578264,Thin File,28304696.800666984,1609413.439258703,1172348.5345666937
51393,44,Single,Salaried,Karachi,4,540048,Thin File,15634524.319039658,4811213.733672354,1371847.7689275078
69418,55,Married,Self-Employed,Karachi,2,595833,Thick File,25208302.36501886,1766536.296463452,2075354.381773477
73065,49,Married,Self-Employed,Karachi,3,554571,Thick File,22901538.28050925,1500525.3760954249,1713582.822165982
63784,34,Single,Salaried,Karachi,1,110526,No Credit History,0.0,1012750.8023660544,300978.40539389587
76114,35,Single,Self-Employed,Islamabad,1,691869,Thin File,37586222.999835305,2645898.3260146948,2654860.2129350468
29677,59,Married,Salaried,Lahore,3,2283413,Thick File,81778652.0616078,20023332.65,6285684.03
52776,59,Married,Pensioner,Karachi,3,310735,Thin File,5187916.295713492,857371.4758451288,952198.7357420892
78058,57,Married,Salaried,Karachi,3,608575,Thick File,29139094.80804751,5913538.768171392,1769938.5626925223
2200,54,Married,Self-Employed,Islamabad,6,441207,Thin File,1894385.5869238465,1085945.65,1610101.93
19463,33,Single,Salaried,Karachi,3,346447,No Credit History,0.0,3023659.99,1401256.84
81373,43,Married,Salaried,Karachi,3,579484,Thin File,33834051.926044755,5439478.202452773,1720007.4864256522
29874,54,Single,Self-Employed,Lahore,3,183746,No Credit History,0.0,589770.72,538075.36
82211,49,Married,Salaried,Lahore,3,583860,Thin File,27514852.999318324,5339634.703005623,1991361.694292324
18636,31,Single,Salaried,Islamabad,1,2972786,Thick File,130766142.99621354,29486782.69,7734549.48
82577,33,Single,Self-Employed,Faisalabad,2,603061,Thin File,35030370.55088615,2590659.0689446297,1882241.2980273
8947,39,Married,Salaried,Lahore,5,578076,Thin File,27463798.311940327,5368612.09,1728573.68
82507,45,Married,Salaried,Lahore,4,739523,Thin File,38045384.91132969,6846810.43320246,1389968.2720284094
24617,41,Married,Salaried,Rawalpindi,4,514018,Thick File,5154144.739812833,4565869.52,1082296.36
38551,65,Married,Pensioner,Rawalpindi,5,195188,No Credit History,0.0,573565.1799999999,840891.0700000001
77920,55,Single,Self-Employed,Karachi,1,693892,Thick File,40205524.23708215,1970523.4355427392,1914674.763679632
80263,35,Single,Salaried,Lahore,1,2812092,Thin File,128441947.95859142,24325376.790892422,9964837.98878348
16845,29,Single,Salaried,Karachi,1,1593734,Thin File,42265292.28841161,12835377.23,5551105.14
10723,58,Single,Self-Employed,Lahore,1,688770,Thick File,5350519.591485154,2192933.8000000003,2259151.95
32519,29,Single,Salaried,Karachi,5,192723,No Credit History,0.0,1568176.41,520703.28
42110,48,Single,Self-Employed,Karachi,2,478753,Thin File,3800911.637655002,1179149.78,1296707.09
45794,65,Married,Pensioner,Rawalpindi,6,155944,No Credit History,0.0,472065.63,469973.46
41844,49,Single,Salaried,Karachi,1,191162,No Credit History,0.0,1655731.07,475033.96
82004,53,Single,Salaried,Islamabad,1,537975,Thin File,30110485.57898943,4602229.938412246,1603450.8835378285
5525,46,Married,Salaried,Karachi,3,277129,No Credit History,0.0,2724665.22,988567.17
60253,40,Single,Salaried,Islamabad,1,1686358,Thin File,62129061.13222703,14819352.040385917,5121732.5858831415
79381,34,Single,Self-Employed,Faisalabad,1,602876,Thick File,22594168.078416537,1831524.361696469,1923732.6887443871
41764,24,Single,Salaried,Karachi,1,148357,No Credit History,0.0,1266891.44,499639.05
10570,27,Single,Salaried,Karachi,1,209440,Thin File,1924145.5213247624,1997318.02,548033.47
11371,49,Married,Salaried,Rawalpindi,2,411890,No Credit History,0.0,3288944.55,1041788.71
77975,36,Single,Salaried,Karachi,2,1902901,Thick File,107830446.8230091,18428892.07125892,6668159.958992593
5595,30,Married,Self-Employed,Karachi,1,413651,Thin File,3144374.971450002,1200207.62,1502074.69
65447,48,Married,Salaried,Lahore,3,117836,No Credit History,0.0,966799.543413358,283817.13843080495
54105,37,Single,Salaried,Karachi,2,534732,Thick File,13809220.16970777,4377191.717695391,1139512.6788692474
60349,47,Married,Salaried,Karachi,2,555359,Thick File,13652952.759274662,4714909.746804802,2098496.4192018416
26294,24,Single,Salaried,Rawalpindi,1,93484,No Credit History,0.0,708071.58,254357.76
13664,65,Married,Pensioner,Lahore,5,88787,No Credit History,0.0,309146.95,209039.58
54417,36,Single,Salaried,Karachi,5,2014769,Thick File,61142404.13184215,17006940.58255366,5007786.988962591
4643,48,Single,Self-Employed,Lahore,3,665158,Thick File,4931790.111402455,2195733.75,1740781.35
52604,32,Single,Self-Employed,Islamabad,1,296288,Thin File,4900117.367026956,746433.5970506262,710024.7174857701
65451,61,Single,Salaried,Faisalabad,2,194638,No Credit History,0.0,1689313.2730603914,551653.0729353101
27476,40,Single,Self-Employed,Lahore,1,432095,Thin File,1054589.0392687563,1229018.1,1287039.64
78377,55,Single,Salaried,Karachi,3,1349285,Thick File,71055364.4971594,12333294.31444017,4140839.1316191694
53825,38,Single,Salaried,Karachi,1,728639,Thin File,15371636.652111162,6730286.6059078565,1739635.1383144131
68937,48,Single,Salaried,Rawalpindi,1,661833,Thin File,29807548.824658364,5910729.76759424,1785894.122577696
79559,39,Single,Self-Employed,Lahore,3,730877,Thick File,32667150.06430365,1666855.842088495,2189435.5565911885
8770,29,Single,Salaried,Islamabad,1,1954832,Thick File,55139901.54684266,17771485.96,6138867.550000001
59256,58,Single,Salaried,Lahore,5,1019967,Thick File,36707395.2942007,9618592.61720659,3257767.3276060107
7908,57,Married,Salaried,Islamabad,5,2006085,Thick File,98638060.9313346,18879225.18,4696595.26
23064,53,Single,Salaried,Islamabad,1,100819,No Credit History,0.0,904398.13,353030.28
39590,62,Married,Salaried,Lahore,5,135211,No Credit History,0.0,1127582.86,375721.35
67439,25,Single,Salaried,Lahore,4,98073,No Credit History,0.0,902178.6403060992,247676.19135561847
41658,27,Single,Salaried,Karachi,1,119647,No Credit History,0.0,983158.95,284368.83
40337,56,Married,Self-Employed,Lahore,4,520656,Thick File,19926065.034332987,858545.74,1893412.16
20561,23,Single,Self-Employed,Karachi,6,55282,No Credit History,0.0,124301.93,161264.06
53330,33,Single,Salaried,Islamabad,1,1095806,Thick File,19846071.19458268,9317950.571738448,3308167.9416197897
61110,61,Married,Salaried,Lahore,3,169997,No Credit History,0.0,1567713.2683830245,412832.08864209807
58575,38,Married,Self-Employed,Karachi,3,316499,Thin File,3099087.1250838474,820993.5353228432,1135621.1478039955
40486,28,Married,Salaried,Lahore,3,835674,Thin File,28687049.217499312,8373960.5,2753163.19
39158,50,Single,Salaried,Rawalpindi,1,163673,No Credit History,0.0,1692478.34,314531.13
58489,55,Married,Salaried,Karachi,4,206102,Thin File,3576058.181023823,1813487.7804448807,666283.1641551753
70955,49,Single,Salaried,Karachi,2,770135,Thick File,40852889.06280641,6450192.863812031,2346301.8934024186
36766,30,Single,Salaried,Islamabad,1,1752923,Thin File,56016751.74186985,14409682.45,4781682.55
4943,53,Single,Self-Employed,Karachi,2,168653,No Credit History,0.0,398042.81,450777.19
68238,27,Married,Salaried,Karachi,1,2872423,Thick File,168882136.52654007,23524460.65079376,9418841.555245552
65735,53,Married,Salaried,Lahore,4,70239,No Credit History,0.0,576006.3569753248,210326.83241576565
36096,24,Single,Salaried,Lahore,1,127034,No Credit History,0.0,1093714.34,408127.62
76385,45,Single,Salaried,Karachi,1,2514524,Thick File,125325590.18706793,21211024.834780466,7550728.876643524
69225,47,Married,Salaried,Karachi,5,2359440,Thick File,105424580.8005022,21004853.494594514,7869145.747618251
81341,55,Married,Salaried,Karachi,2,692523,Thick File,30347985.4029054,6526914.920436119,2480970.582892971
39957,53,Married,Self-Employed,Karachi,3,365043,Thin File,3322602.6891389247,786842.78,1159234.24
45822,25,Single,Salaried,Islamabad,1,170519,No Credit History,0.0,1501805.59,444430.48
6588,55,Married,Salaried,Lahore,3,1358272,Thin File,40774851.63682231,13748457.44,5047860.39
7660,63,Married,Self-Employed,Lahore,6,150808,No Credit History,0.0,317360.13,394566.12
5650,25,Married,Self-Employed,Rawalpindi,3,264728,Thin File,2067652.8783462995,374250.16,701271.73
48184,26,Married,Self-Employed,Faisalabad,1,172818,No Credit History,0.0,679861.94,414825.79
34144,45,Single,Salaried,Karachi,3,1633122,Thick File,79357248.0232891,13921025.84,6043220.58
808,24,Single,Salaried,Karachi,1,163453,No Credit History,0.0,1483944.88,519621.47
15864,44,Single,Salaried,Karachi,1,117882,No Credit History,0.0,1161291.84,312169.24
76179,55,Married,Salaried,Lahore,2,751171,Thin File,33267095.115432184,6154832.65345808,3263751.157130049
2847,56,Married,Salaried,Karachi,3,1479854,Thick File,41842190.05714974,12547043.07,5384545.48
25317,42,Single,Salaried,Islamabad,3,2557947,Thick File,46775356.01830079,22883884.4,7818142.27
12078,22,Single,Salaried,Karachi,1,133804,No Credit History,0.0,1213187.41,370771.1
23665,29,Single,Salaried,Rawalpindi,1,194337,No Credit History,0.0,1683685.55,539652.67
639,30,Single,Self-Employed,Karachi,1,182180,No Credit History,0.0,603297.4199999999,577539.46
63290,64,Married,Salaried,Rawalpindi,4,89625,No Credit History,0.0,825013.5274193984,263056.1071728358
56132,38,Single,Salaried,Lahore,1,2818658,Thin File,77258545.11179343,26890214.018637814,6894543.237789298
73380,40,Single,Self-Employed,Lahore,3,523385,Thick File,23544047.145456288,1345234.411734431,1408813.4857075072
65505,51,Single,Salaried,Faisalabad,1,183461,No Credit History,0.0,1471476.325241222,505115.7014940798
53041,28,Single,Self-Employed,Lahore,1,254673,Thin File,3438914.572192036,780766.8125429909,609389.6181104572
13991,28,Single,Self-Employed,Faisalabad,1,273117,No Credit History,0.0,691753.71,817460.6799999999
18943,61,Married,Salaried,Lahore,5,83783,No Credit History,0.0,776823.3,237604.71
23287,58,Married,Salaried,Rawalpindi,1,531238,Thick File,14066552.568759205,5625515.79,1448061.03
49326,65,Married,Salaried,Faisalabad,3,82767,No Credit History,0.0,696611.14,281056.88
12438,24,Single,Salaried,Islamabad,1,50757,No Credit History,0.0,468709.62,131392.34
40857,35,Single,Salaried,Faisalabad,1,640168,Thin File,10665363.559626006,5603087.47,1841618.17
62671,22,Single,Salaried,Islamabad,1,74490,No Credit History,0.0,730461.2620960753,254942.32115607188
41780,52,Single,Salaried,Karachi,5,561097,Thick File,22020751.4380523,5582417.69,2138854.21
54290,52,Single,Salaried,Islamabad,1,2078314,Thick File,55413484.09960576,18289474.625199188,5197885.633522975
28944,22,Single,Self-Employed,Lahore,1,195975,No Credit History,0.0,533232.34,546587.34
12999,48,Married,Salaried,Rawalpindi,2,135607,No Credit History,0.0,1105655.06,387651.74
41642,22,Single,Salaried,Karachi,1,133985,No Credit History,0.0,1206631.4,400901.43000000005
80316,37,Married,Salaried,Karachi,4,2238396,Thick File,102459498.89540029,20409832.39753436,5664617.496699941
14810,27,Single,Salaried,Karachi,2,1897058,Thick File,101400822.6934118,13962108.26,5097933.75
57374,31,Married,Self-Employed,Karachi,2,658688,Thin File,19177766.2558396,2322028.605837458,2166726.920222769
50344,37,Single,Salaried,Karachi,2,687865,Thick File,21213945.10359882,6732650.619190143,2007543.104531692
49645,31,Single,Salaried,Karachi,1,265236,Thin File,2154178.200314595,2508037.1,1000698.91
49191,65,Married,Salaried,Karachi,6,157693,No Credit History,0.0,1423175.9,383591.58
73272,35,Single,Salaried,Lahore,2,1577992,Thick File,93078478.75146158,14681994.529116709,4998250.655353041
2065,26,Single,Salaried,Rawalpindi,2,203262,Thin File,1370016.8986301748,1756721.68,411890.79
33108,31,Single,Salaried,Karachi,2,483702,Thin File,7734796.844405392,4132601.46,1899217.85
58847,58,Married,Salaried,Lahore,3,518902,Thick File,16652680.66019149,4599134.928209233,1365680.6182347178
20058,27,Single,Salaried,Karachi,1,200013,Thin File,1458971.2107778934,1635845.72,415524.93
15732,30,Single,Salaried,Rawalpindi,1,568089,Thin File,7138271.495885353,4827074.63,1302116.97
51607,41,Married,Salaried,Islamabad,1,2704820,Thick File,65942982.84553367,25045529.011995904,7896904.955572877
72068,41,Single,Salaried,Karachi,2,778289,Thick File,43332875.72299159,6929619.39496417,2350578.1631097025
8205,25,Single,Self-Employed,Karachi,1,117594,No Credit History,0.0,416352.62,347186.21
60404,47,Single,Self-Employed,Rawalpindi,1,565657,Thick File,18398951.56624456,1495681.1627652005,1519574.377668056
76684,43,Single,Salaried,Karachi,1,725965,Thick File,39829605.37990473,5791258.81569135,2139602.1006509475
81099,33,Married,Self-Employed,Karachi,6,668258,Thick File,29924453.897954144,2537569.6826138943,1677237.4968940865
2581,65,Single,Self-Employed,Lahore,2,194228,No Credit History,0.0,787326.03,565192.8200000001
19659,24,Single,Salaried,Islamabad,1,198192,No Credit History,0.0,1794182.87,613279.6399999999
61445,57,Single,Salaried,Islamabad,1,120391,No Credit History,0.0,1162113.1087250009,395229.8545016637
41953,51,Married,Self-Employed,Lahore,5,269912,Thin File,3915191.035835514,1030916.83,675143.01
73494,46,Married,Salaried,Karachi,3,788628,Thin File,41975098.201909184,6974672.227646111,2283420.0737470947
64044,42,Single,Salaried,Lahore,1,78019,No Credit History,0.0,741841.7696421779,166372.72659346374
28591,61,Married,Pensioner,Lahore,4,76185,No Credit History,0.0,221598.02,303017.94
73066,38,Single,Salaried,Islamabad,2,1651801,Thick File,86387715.64735468,15421194.29676024,5024623.6337329205
4008,34,Single,Salaried,Karachi,1,729756,Thick File,33877842.23116487,6930023.58,2436894.56
13507,27,Single,Salaried,Lahore,1,246092,Thin File,628936.8378329698,2247637.16,492814.91
1694,62,Single,Self-Employed,Karachi,6,191877,No Credit History,0.0,685976.25,562484.6
59985,37,Single,Salaried,Islamabad,2,578957,Thin File,14795246.516944475,4899000.732530257,1529539.7005804237
50091,58,Married,Salaried,Karachi,5,241505,Thin File,3974224.3268883866,2037935.123642259,675444.2896898336
68981,48,Married,Self-Employed,Rawalpindi,4,586398,Thick File,31650575.84871832,2034405.1756339304,2052486.833256331
67147,64,Married,Salaried,Lahore,1,178755,No Credit History,0.0,1527860.6901462483,480170.87605888856
70864,45,Single,Salaried,Islamabad,3,1078287,Thick File,59155784.99938068,10194516.30964828,4010111.6887349454
7195,35,Single,Salaried,Islamabad,6,394977,Thin File,3120394.669667111,3873410.12,1304030.1
38661,34,Single,Salaried,Islamabad,1,799722,Thick File,29932457.413379617,7466231.369999999,1985438.64
83020,28,Single,Salaried,Karachi,1,986208,Thick File,57975127.31320874,9674714.960836122,2411387.222252546
22326,24,Single,Salaried,Islamabad,1,151959,No Credit History,0.0,1334680.46,384505.96
50977,50,Married,Salaried,Karachi,2,685414,Thick File,12401772.626280632,5474828.796092337,2403687.7060824432
77878,48,Married,Self-Employed,Faisalabad,4,756619,Thick File,29171638.45771563,2867402.661171344,2607676.1357835378
50579,30,Single,Salaried,Lahore,1,697903,Thick File,26177821.379632965,5883687.222740848,2430874.397449053
30402,23,Single,Self-Employed,Karachi,5,145385,No Credit History,0.0,468859.5,466275.88
75346,54,Single,Self-Employed,Faisalabad,2,669955,Thick File,32475883.723883063,1846794.570851732,1684548.2532065115
63398,64,Married,Salaried,Karachi,4,65544,No Credit History,0.0,582659.5089086988,164766.45257943188
7986,22,Single,Salaried,Karachi,1,145711,No Credit History,0.0,1261854.95,483258.92
28956,25,Married,Self-Employed,Karachi,3,126974,No Credit History,0.0,156597.05,343022.42
29145,32,Single,Salaried,Karachi,1,262977,No Credit History,0.0,2462727.34,664040.4299999999
36070,43,Married,Pensioner,Karachi,2,712214,Thin File,6643444.621970332,2245214.91,1684716.4300000002
1143,62,Single,Self-Employed,Lahore,4,172720,No Credit History,0.0,599665.49,375741.41
79747,36,Married,Self-Employed,Lahore,1,515776,Thin File,28268742.635734417,1642692.8013083977,1635256.2780878537
79696,31,Married,Salaried,Karachi,5,1143296,Thick File,56536376.18474501,11173357.810428431,2994137.5712423488
